ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,GeneSet
R-HSA-917937,Iron uptake and transport,1/23,58/11146,0.017241379310344827,8.355322338830586,2.553771782022679,0.11318205774694912,0.16291356796909343,0.10108764328276157,ATP6V0A4,1,all_25
R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",1/23,61/11146,0.01639344262295082,7.9444048467569495,2.4730055220262166,0.11868973218181689,0.1682914113025762,0.10442458762265115,ARSD,1,all_25
R-HSA-211897,Cytochrome P450 - arranged by substrate type,1/23,66/11146,0.015151515151515152,7.342555994729907,2.3499541207690915,0.12779655329705808,0.17853930240030172,0.11078338985503486,CYP2E1,1,all_25
R-HSA-70171,Glycolysis,1/23,73/11146,0.0136986301369863,6.638475282906491,2.197776103064474,0.14039500568735586,0.19329747159853342,0.11994081340186007,PFKFB1,1,all_25
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",1/23,75/11146,0.013333333333333334,6.46144927536232,2.1579336957440263,0.14396247114791894,0.19537763941503286,0.12123155465087909,APOC1,1,all_25
R-HSA-438064,Post NMDA receptor activation events,1/23,80/11146,0.0125,6.057608695652175,2.0643715800045936,0.15281928356237406,0.20447650617500754,0.12687738887313485,GRIN1,1,all_25
R-HSA-74752,Signaling by Insulin receptor,1/23,82/11146,0.012195121951219513,5.909862142099683,2.02914520782438,0.15633740859125056,0.20627852522456672,0.12799553919751508,ATP6V0A4,1,all_25
R-HSA-70326,Glucose metabolism,1/23,84/11146,0.011904761904761904,5.769151138716356,1.9950642552056497,0.15984155643349673,0.20801298439975605,0.12907176871342202,PFKFB1,1,all_25
R-HSA-6794362,Protein-protein interactions at synapses,1/23,86/11146,0.011627906976744186,5.634984833164813,1.962063077932364,0.16333178010466898,0.20968269067491288,0.13010781914454428,GRIN1,1,all_25
R-HSA-2682334,EPH-Ephrin signaling,1/23,92/11146,0.010869565217391304,5.267485822306238,1.8689567712137576,0.17371943337804674,0.21929833879062222,0.13607431548226973,GRIN1,1,all_25
R-HSA-442755,Activation of NMDA receptors and postsynaptic events,1/23,93/11146,0.010752688172043012,5.210846189808322,1.8542306400001296,0.17543867103249777,0.21929833879062222,0.13607431548226973,GRIN1,1,all_25
R-HSA-15869,Metabolism of nucleotides,1/23,99/11146,0.010101010101010102,4.89503732981994,1.7701090821540564,0.1856824623843788,0.2290887522924154,0.1421492535000029,RRM2,1,all_25
R-HSA-211945,Phase I - Functionalization of compounds,1/23,106/11146,0.009433962264150943,4.571780147662018,1.680142434954379,0.19747971471619874,0.23651225137893533,0.14675552440133385,CYP2E1,1,all_25
R-HSA-163685,Integration of energy metabolism,1/23,108/11146,0.009259259259259259,4.487117552334944,1.6558700710302023,0.20082021721722176,0.23651225137893533,0.14675552440133385,PFKFB1,1,all_25
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,1/23,108/11146,0.009259259259259259,4.487117552334944,1.6558700710302023,0.20082021721722176,0.23651225137893533,0.14675552440133385,ALOX15,1,all_25
R-HSA-156580,Phase II - Conjugation of compounds,1/23,109/11146,0.009174311926605505,4.445951336258476,1.6439547279430244,0.20248547677547546,0.23651225137893533,0.14675552440133385,NAT2,1,all_25
R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,1/23,110/11146,0.00909090909090909,4.4055335968379445,1.6321822537862263,0.20414741697971261,0.23651225137893533,0.14675552440133385,SLC1A1,1,all_25
R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,1/23,127/11146,0.007874015748031496,3.8158165011982197,1.451202789109018,0.23189861561673109,0.26542612630830664,0.16469654374809053,CYB5A,1,all_25
R-HSA-69206,G1/S Transition,1/23,131/11146,0.007633587786259542,3.699303020245602,1.4131492212368824,0.2382924759081818,0.2694974429913961,0.16722279011100477,RRM2,1,all_25
R-HSA-453279,Mitotic G1 phase and G1/S transition,1/23,149/11146,0.006711409395973154,3.252407353370295,1.2586238121321986,0.2664401756449005,0.2977860786619477,0.1847758493636462,RRM2,1,all_25
R-HSA-8957322,Metabolism of steroids,1/23,154/11146,0.006493506493506494,3.1468097120271037,1.2198559186697302,0.2740806652031902,0.30276352551515195,0.18786434824208872,HSD11B1,1,all_25
R-HSA-9609507,Protein localization,1/23,164/11146,0.006097560975609756,2.9549310710498413,1.14684741322986,0.2891339041291545,0.31572092979620325,0.1959043996519377,CYB5A,1,all_25
R-HSA-196854,Metabolism of vitamins and cofactors,1/23,200/11146,0.005,2.42304347826087,0.9234182022344934,0.3408914389465272,0.3680078034081828,0.22834833230867846,CYB5A,1,all_25
R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,1/23,205/11146,0.004878048780487805,2.3639448568398724,0.896268678981195,0.34778832869473264,0.37123473287639996,0.2303506375742759,GRIN1,1,all_25
R-HSA-5673001,RAF/MAP kinase cascade,1/23,280/11146,0.0035714285714285713,1.7307453416149068,0.563122923151459,0.44331328781307766,0.4679418038026931,0.29035724114072925,GRIN1,1,all_25
R-HSA-5684996,MAPK1/MAPK3 signaling,1/23,286/11146,0.0034965034965034965,1.694435998783825,0.5409950804210191,0.45034760408897656,0.4698264521529526,0.291526662831749,GRIN1,1,all_25
R-HSA-71387,Metabolism of carbohydrates,1/23,290/11146,0.0034482758620689655,1.6710644677661168,0.5265278061162462,0.45498982734812254,0.4698264521529526,0.291526662831749,PFKFB1,1,all_25
R-HSA-9006931,Signaling by Nuclear Receptors,1/23,298/11146,0.003355704697986577,1.6262036766851475,0.4982437880801559,0.4641620148983868,0.4741439937134059,0.2942056913900358,APOC1,1,all_25
R-HSA-5683057,MAPK family signaling cascades,1/23,325/11146,0.003076923076923077,1.4911036789297658,0.4085772257994985,0.49404049240791914,0.49929624232715236,0.30981262681795596,GRIN1,1,all_25
R-HSA-449147,Signaling by Interleukins,1/23,473/11146,0.0021141649048625794,1.024542696939057,0.024802907069086604,0.6315196390069113,0.6315196390069113,0.391857061322848,ALOX15,1,all_25
